Thu Jan 30 15:23:37 +0000 2014,Fri Jan 24 19:56:54 +0000 2014,Mon Jan 27 19:43:46 +0000 2014,Mon Jan 27 19:06:19 +0000 2014,Sun Mar 16 16:58:14 +0000 2014,Mon Jan 27 12:43:52 +0000 2014,Thu Dec 19 16:51:14 +0000 2013
http://techcrunch.com/2014/01/29/one-app-at-a-time/,http://www.theatlantic.com/technology/archive/2014/01/how-not-to-embarrass-yourself-on-snapchat-the-millennial-guide-for-olds/283329/,http://pando.com/2014/01/24/the-boy-who-cried-wolf-san-francisco-is-still-suing-flightcar-for-preposterous-reasons/,http://techcrunch.com/2014/01/27/why-google-bought-deepmind/,http://pando.com/2014/03/14/study-shows-what-we-all-knew-phone-metadata-can-be-used-for-insane-breaches-of-privacy/,http://blog.uber.com/uberxpricecut,http://bit.ly/1bN4YlR
