Thu Jan 30 15:23:37 +0000 2014,Mon Jan 27 12:43:52 +0000 2014,Mon Jan 27 19:43:46 +0000 2014,Fri Jan 24 19:56:54 +0000 2014,Mon Jan 27 19:06:19 +0000 2014
http://techcrunch.com/2014/01/29/one-app-at-a-time/,http://blog.uber.com/uberxpricecut,http://pando.com/2014/01/24/the-boy-who-cried-wolf-san-francisco-is-still-suing-flightcar-for-preposterous-reasons/,http://www.theatlantic.com/technology/archive/2014/01/how-not-to-embarrass-yourself-on-snapchat-the-millennial-guide-for-olds/283329/,http://techcrunch.com/2014/01/27/why-google-bought-deepmind/

